Feature	Importance
SD.gap5	1.000000
SC.gap5	1.000000
KF.gap3	1.000000
TY.gap1	1.000000
DK	1.000000
VA.gap1	1.000000
RR.gap5	1.000000
DG	1.000000
IH	1.000000
RN.gap5	1.000000
uncharger.postivecharger.negativecharger	1.000000
DT.gap3	1.000000
PF.gap1	1.000000
RG.gap5	1.000000
PD.gap1	1.000000
LH	1.000000
IL	1.000000
TR.gap1	1.000000
NG	1.000000
TI.gap1	1.000000
A_T	1.000000
TF.gap5	1.000000
TE.gap5	1.000000
CV	1.000000
TF.gap1	1.000000
ED.gap3	1.000000
TA.gap5	1.000000
uncharger.negativecharger.alphaticr	1.000000
SV.gap5	1.000000
SK.gap5	1.000000
TK.gap1	1.000000
CY	1.000000
TM.gap1	1.000000
solventaccess.G3	1.000000
EA.gap3	1.000000
SN.gap5	1.000000
SM.gap5	1.000000
TQ.gap1	1.000000
LK	1.000000
GV.gap1	1.000000
GT.gap1	1.000000
EM	1.000000
PY.gap5	1.000000
EE	1.000000
N_R	1.000000
HA.gap3	1.000000
FM.gap3	1.000000
MK	1.000000
IC	1.000000
GM.gap1	1.000000
GI.gap1	1.000000
QY.gap5	1.000000
PL.gap5	1.000000
AW	1.000000
uncharger.alphaticr.aromatic	1.000000
PH.gap5	1.000000
MT	1.000000
GF.gap1	1.000000
NA	1.000000
HY	1.000000
MD	1.000000
QD.gap5	1.000000
LG.gap1	1.000000
QE.gap5	1.000000
GS.gap1	1.000000
QV.gap5	1.000000
IF	1.000000
DT	1.000000
VP.gap1	1.000000
DV	1.000000
DW	1.000000
R_T	1.000000
FL.gap3	1.000000
QP.gap5	1.000000
LF.gap1	1.000000
LR	1.000000
QL.gap5	1.000000
VT.gap1	1.000000
QH.gap5	1.000000
alphaticr.postivecharger.gap5	1.000000
MA	1.000000
TD.gap1	1.000000
HL.gap1	1.000000
F_N	1.000000
IQ.gap1	1.000000
hydrophobicity_CASG920101.G2	1.000000
HW.gap3	1.000000
QY.gap1	1.000000
hydrophobicity_ARGP820101.G2	1.000000
RC.gap1	1.000000
IS.gap1	1.000000
YI.gap5	1.000000
ES.gap3	1.000000
YF.gap5	1.000000
RP.gap1	1.000000
YE.gap5	1.000000
KE	1.000000
CH	1.000000
YA.gap5	1.000000
uncharger.uncharger.negativecharger	1.000000
IM.gap1	1.000000
V_F	1.000000
RM.gap1	1.000000
KP.gap1	1.000000
secondarystruct.G1	1.000000
KA.gap1	1.000000
YY.gap5	1.000000
AS	1.000000
polarity.G3	1.000000
polarity.G1	1.000000
KI.gap1	1.000000
KH.gap1	1.000000
IT	1.000000
AL	1.000000
AY	1.000000
normwaalsvolume.G2	1.000000
EY.gap3	1.000000
QL.gap1	1.000000
CD	1.000000
KF.gap1	1.000000
AF	1.000000
HR.gap3	1.000000
AC	1.000000
KD.gap1	1.000000
uncharger.uncharger.postivecharger	1.000000
V_K	1.000000
SY.gap1	1.000000
uncharger.uncharger.alphaticr	1.000000
S_L	1.000000
postivecharger.negativecharger.gap5	1.000000
KI	1.000000
KM	1.000000
SL.gap1	1.000000
postivecharger.aromatic.gap5	1.000000
HR.gap1	1.000000
SP.gap1	1.000000
IR.gap3	1.000000
ID.gap3	1.000000
EG.gap3	1.000000
S_K	1.000000
KS	1.000000
TS.gap5	1.000000
TR.gap5	1.000000
TQ.gap5	1.000000
postivecharger.alphaticr.gap5	1.000000
TM.gap5	1.000000
IM.gap3	1.000000
EI.gap3	1.000000
IA.gap1	1.000000
VQ.gap5	1.000000
secondarystruct.G2	1.000000
WL.gap5	1.000000
RS.gap1	1.000000
RT.gap1	1.000000
EN.gap3	1.000000
IG.gap3	1.000000
RY.gap1	1.000000
HL.gap3	1.000000
WD.gap5	1.000000
V_V	1.000000
IE.gap1	1.000000
VY.gap5	1.000000
secondarystruct.G3	1.000000
VV.gap5	1.000000
S_N	1.000000
KG	1.000000
VR.gap5	1.000000
ND	1.000000
NR.gap1	1.000000
negativecharger.uncharger.negativecharger	1.000000
AQ.gap3	1.000000
negativecharger.alphaticr.uncharger	1.000000
negativecharger.alphaticr.negativecharger	1.000000
GN.gap3	1.000000
LY.gap1	1.000000
EA-feat	1.000000
GP	1.000000
ED-feat	1.000000
negativecharger.alphaticr.postivecharger	1.000000
EH-feat	1.000000
EN-feat	1.000000
postivecharger.uncharger.gap4	1.000000
DD.gap2	1.000000
MT.gap1	1.000000
HH.gap5	1.000000
HG.gap5	1.000000
EL-feat	1.000000
HE.gap5	1.000000
GS	1.000000
Q_R	1.000000
GK	1.000000
DT-feat	1.000000
negativecharger.aromatic.alphaticr	1.000000
KA.gap5	1.000000
IY.gap5	1.000000
CA.gap2	1.000000
GD	1.000000
EI.gap1	1.000000
LA.gap3	1.000000
DL-feat	1.000000
A_D	1.000000
IN.gap5	1.000000
GG	1.000000
CI.gap2	1.000000
QE	1.000000
GH	1.000000
GI	1.000000
QG	1.000000
QH	1.000000
CM.gap2	1.000000
DL.gap1	1.000000
GY.gap5	1.000000
EM.gap1	1.000000
NP.gap3	1.000000
HI	1.000000
MF.gap1	1.000000
FP.gap5	1.000000
RQ	1.000000
postivecharger.uncharger.alphaticr	1.000000
RR	1.000000
FK.gap5	1.000000
FI.gap5	1.000000
NQ.gap3	1.000000
postivecharger.uncharger.uncharger	1.000000
F_D	1.000000
ED.gap2	1.000000
FM-feat	1.000000
ML.gap1	1.000000
EY.gap5	1.000000
NT.gap3	1.000000
ET.gap5	1.000000
AI.gap3	1.000000
DS.gap2	1.000000
RL	1.000000
RK	1.000000
postivecharger.postivecharger.gap4	1.000000
GT	1.000000
postivecharger.uncharger.negativecharger	1.000000
GR.gap5	1.000000
HL	1.000000
GQ.gap5	1.000000
GL.gap3	1.000000
RA	1.000000
GM.gap5	1.000000
ET-feat	1.000000
EV-feat	1.000000
AN.gap3	1.000000
DN.gap2	1.000000
GD.gap5	1.000000
DD.gap1	1.000000
RI	1.000000
NL.gap3	1.000000
FA-feat	1.000000
EL.gap1	1.000000
EG.gap1	1.000000
A_E	1.000000
NP.gap1	1.000000
MR.gap5	1.000000
MP.gap5	1.000000
AR-feat	1.000000
LM.gap1	1.000000
AT-feat	1.000000
FD	1.000000
FE	1.000000
FG	1.000000
AY-feat	1.000000
MF.gap5	1.000000
CA-feat	1.000000
DE-feat	1.000000
YN.gap1	1.000000
HV	1.000000
LY.gap5	1.000000
LV.gap3	1.000000
LV.gap5	1.000000
AP-feat	1.000000
MV.gap5	1.000000
NK.gap1	1.000000
AM-feat	1.000000
EQ	1.000000
GA.gap1	1.000000
DI.gap3	1.000000
uncharger.uncharger.gap4	1.000000
WS.gap1	1.000000
LF.gap3	1.000000
NP	1.000000
ES	1.000000
HW	1.000000
EV	1.000000
EW	1.000000
R_K	1.000000
AI-feat	1.000000
NF.gap5	1.000000
DE.gap3	1.000000
negativecharger.uncharger.gap4	1.000000
FN.gap1	1.000000
LW.gap3	1.000000
QE.gap1	1.000000
HS	1.000000
LG.gap5	1.000000
PN	1.000000
EQ.gap1	1.000000
negativecharger.postivecharger.alphaticr	1.000000
ML.gap3	1.000000
NF.gap1	1.000000
YV.gap1	1.000000
FV	1.000000
EN.gap1	1.000000
FT	1.000000
A_G	1.000000
HQ	1.000000
LE.gap5	1.000000
AR.gap2	1.000000
AQ.gap2	1.000000
EP.gap1	1.000000
LP.gap1	1.000000
R_D	1.000000
HR	1.000000
M_L	1.000000
LR.gap1	1.000000
KH.gap5	1.000000
AS.gap2	1.000000
FS.gap3	1.000000
MN.gap3	1.000000
RI.gap0	0.000000
KW.gap0	0.000000
KY.gap0	0.000000
RN.gap0	0.000000
RP.gap0	0.000000
F_S	0.000000
LD.gap0	0.000000
KN.gap0	0.000000
KS.gap0	0.000000
KL.gap0	0.000000
KT.gap0	0.000000
LE.gap0	0.000000
KV.gap0	0.000000
RK.gap0	0.000000
RA.gap0	0.000000
RQ.gap0	0.000000
F_T	0.000000
LA.gap0	0.000000
RH.gap0	0.000000
RF.gap0	0.000000
LC.gap0	0.000000
RE.gap0	0.000000
RD.gap0	0.000000
RL.gap0	0.000000
RM.gap0	0.000000
KP.gap0	0.000000
KR.gap0	0.000000
E_I	0.000000
RC.gap0	0.000000
E_M	0.000000
KM.gap0	0.000000
RG.gap0	0.000000
E_L	0.000000
F_V	0.000000
KQ.gap0	0.000000
F_C	0.000000
QY.gap0	0.000000
MM.gap0	0.000000
PD.gap0	0.000000
MY.gap0	0.000000
MW.gap0	0.000000
MV.gap0	0.000000
MT.gap0	0.000000
MS.gap0	0.000000
PE.gap0	0.000000
MR.gap0	0.000000
MQ.gap0	0.000000
PF.gap0	0.000000
MP.gap0	0.000000
MN.gap0	0.000000
F_I	0.000000
QW.gap0	0.000000
ML.gap0	0.000000
PG.gap0	0.000000
MK.gap0	0.000000
MI.gap0	0.000000
PH.gap0	0.000000
PI.gap0	0.000000
F_K	0.000000
MH.gap0	0.000000
MG.gap0	0.000000
PK.gap0	0.000000
MF.gap0	0.000000
ME.gap0	0.000000
E_T	0.000000
NA.gap0	0.000000
NC.gap0	0.000000
PC.gap0	0.000000
NM.gap0	0.000000
F_A	0.000000
E_Y	0.000000
F_E	0.000000
NQ.gap0	0.000000
NR.gap0	0.000000
NL.gap0	0.000000
NS.gap0	0.000000
NT.gap0	0.000000
NV.gap0	0.000000
E_W	0.000000
NW.gap0	0.000000
NK.gap0	0.000000
NY.gap0	0.000000
PA.gap0	0.000000
NI.gap0	0.000000
F_F	0.000000
F_G	0.000000
NH.gap0	0.000000
NG.gap0	0.000000
F_H	0.000000
E_V	0.000000
NF.gap0	0.000000
NE.gap0	0.000000
ND.gap0	0.000000
PL.gap0	0.000000
PM.gap0	0.000000
PN.gap0	0.000000
LQ.gap0	0.000000
E_S	0.000000
LP.gap0	0.000000
QL.gap0	0.000000
QM.gap0	0.000000
LN.gap0	0.000000
E_R	0.000000
QN.gap0	0.000000
LM.gap0	0.000000
QP.gap0	0.000000
E_Q	0.000000
F_P	0.000000
LL.gap0	0.000000
LK.gap0	0.000000
QQ.gap0	0.000000
LI.gap0	0.000000
E_P	0.000000
QR.gap0	0.000000
LH.gap0	0.000000
F_Q	0.000000
LG.gap0	0.000000
F_R	0.000000
LF.gap0	0.000000
QS.gap0	0.000000
QT.gap0	0.000000
QV.gap0	0.000000
QK.gap0	0.000000
LR.gap0	0.000000
F_L	0.000000
NN.gap0	0.000000
PP.gap0	0.000000
PQ.gap0	0.000000
PR.gap0	0.000000
MD.gap0	0.000000
MC.gap0	0.000000
MA.gap0	0.000000
PS.gap0	0.000000
PT.gap0	0.000000
PV.gap0	0.000000
LY.gap0	0.000000
PW.gap0	0.000000
LW.gap0	0.000000
PY.gap0	0.000000
QA.gap0	0.000000
QC.gap0	0.000000
LV.gap0	0.000000
LT.gap0	0.000000
QD.gap0	0.000000
QE.gap0	0.000000
QF.gap0	0.000000
QG.gap0	0.000000
LS.gap0	0.000000
F_M	0.000000
QH.gap0	0.000000
QI.gap0	0.000000
NP.gap0	0.000000
YN.gap0	0.000000
RR.gap0	0.000000
C_I	0.000000
FE.gap1	0.000000
C_H	0.000000
FC.gap1	0.000000
FA.gap1	0.000000
EY.gap1	0.000000
EW.gap1	0.000000
C_K	0.000000
FG.gap1	0.000000
C_L	0.000000
C_M	0.000000
ES.gap1	0.000000
C_N	0.000000
ER.gap1	0.000000
C_P	0.000000
FF.gap1	0.000000
FH.gap1	0.000000
C_R	0.000000
C_G	0.000000
GK.gap1	0.000000
C_E	0.000000
GC.gap1	0.000000
FY.gap1	0.000000
FW.gap1	0.000000
C_F	0.000000
FS.gap1	0.000000
FI.gap1	0.000000
FR.gap1	0.000000
FQ.gap1	0.000000
FP.gap1	0.000000
FM.gap1	0.000000
FL.gap1	0.000000
FK.gap1	0.000000
C_Q	0.000000
C_S	0.000000
C_D	0.000000
CP.gap1	0.000000
CW.gap1	0.000000
CV.gap1	0.000000
CT.gap1	0.000000
CS.gap1	0.000000
CR.gap1	0.000000
CQ.gap1	0.000000
C_W	0.000000
C_V	0.000000
C_Y	0.000000
CN.gap1	0.000000
CM.gap1	0.000000
CL.gap1	0.000000
CK.gap1	0.000000
CI.gap1	0.000000
CY.gap1	0.000000
DC.gap1	0.000000
EK.gap1	0.000000
DW.gap1	0.000000
EH.gap1	0.000000
EF.gap1	0.000000
C_T	0.000000
ED.gap1	0.000000
EC.gap1	0.000000
DY.gap1	0.000000
DS.gap1	0.000000
DE.gap1	0.000000
DR.gap1	0.000000
DP.gap1	0.000000
DN.gap1	0.000000
DM.gap1	0.000000
DH.gap1	0.000000
DF.gap1	0.000000
GL.gap1	0.000000
GP.gap1	0.000000
CH.gap1	0.000000
KQ.gap1	0.000000
A_L	0.000000
KW.gap1	0.000000
KV.gap1	0.000000
KT.gap1	0.000000
KS.gap1	0.000000
KR.gap1	0.000000
A_M	0.000000
LC.gap1	0.000000
KM.gap1	0.000000
A_N	0.000000
A_P	0.000000
KC.gap1	0.000000
IY.gap1	0.000000
IW.gap1	0.000000
LA.gap1	0.000000
LE.gap1	0.000000
IR.gap1	0.000000
LT.gap1	0.000000
MG.gap1	0.000000
ME.gap1	0.000000
MD.gap1	0.000000
MC.gap1	0.000000
MA.gap1	0.000000
A_C	0.000000
A_F	0.000000
LH.gap1	0.000000
LQ.gap1	0.000000
A_H	0.000000
A_I	0.000000
LL.gap1	0.000000
LK.gap1	0.000000
A_K	0.000000
A_Q	0.000000
IP.gap1	0.000000
C_C	0.000000
HC.gap1	0.000000
HI.gap1	0.000000
HH.gap1	0.000000
HG.gap1	0.000000
HF.gap1	0.000000
HE.gap1	0.000000
HD.gap1	0.000000
HA.gap1	0.000000
A_S	0.000000
GY.gap1	0.000000
GW.gap1	0.000000
A_W	0.000000
A_Y	0.000000
GQ.gap1	0.000000
C_A	0.000000
A_V	0.000000
HM.gap1	0.000000
IN.gap1	0.000000
IC.gap1	0.000000
IK.gap1	0.000000
II.gap1	0.000000
IH.gap1	0.000000
IG.gap1	0.000000
IF.gap1	0.000000
A_R	0.000000
HY.gap1	0.000000
HN.gap1	0.000000
HW.gap1	0.000000
HV.gap1	0.000000
HT.gap1	0.000000
HS.gap1	0.000000
HQ.gap1	0.000000
HP.gap1	0.000000
D_A	0.000000
D_C	0.000000
RS.gap0	0.000000
TT.gap0	0.000000
VC.gap0	0.000000
VA.gap0	0.000000
E_D	0.000000
TY.gap0	0.000000
TW.gap0	0.000000
TV.gap0	0.000000
TS.gap0	0.000000
VE.gap0	0.000000
TR.gap0	0.000000
TQ.gap0	0.000000
TP.gap0	0.000000
TN.gap0	0.000000
TM.gap0	0.000000
TL.gap0	0.000000
VD.gap0	0.000000
VF.gap0	0.000000
TI.gap0	0.000000
VP.gap0	0.000000
E_A	0.000000
VV.gap0	0.000000
VT.gap0	0.000000
VS.gap0	0.000000
VR.gap0	0.000000
VQ.gap0	0.000000
VN.gap0	0.000000
VG.gap0	0.000000
VM.gap0	0.000000
E_C	0.000000
VL.gap0	0.000000
VK.gap0	0.000000
VI.gap0	0.000000
VH.gap0	0.000000
TK.gap0	0.000000
TH.gap0	0.000000
VY.gap0	0.000000
SE.gap0	0.000000
SK.gap0	0.000000
SI.gap0	0.000000
SH.gap0	0.000000
SG.gap0	0.000000
SF.gap0	0.000000
E_H	0.000000
SD.gap0	0.000000
SM.gap0	0.000000
SC.gap0	0.000000
SA.gap0	0.000000
RY.gap0	0.000000
RW.gap0	0.000000
RV.gap0	0.000000
RT.gap0	0.000000
SL.gap0	0.000000
SN.gap0	0.000000
TG.gap0	0.000000
SY.gap0	0.000000
TF.gap0	0.000000
TE.gap0	0.000000
TD.gap0	0.000000
E_F	0.000000
TC.gap0	0.000000
TA.gap0	0.000000
E_G	0.000000
SP.gap0	0.000000
SW.gap0	0.000000
SV.gap0	0.000000
ST.gap0	0.000000
SS.gap0	0.000000
SR.gap0	0.000000
SQ.gap0	0.000000
VW.gap0	0.000000
WA.gap0	0.000000
CG.gap1	0.000000
YT.gap0	0.000000
AC.gap1	0.000000
D_K	0.000000
D_L	0.000000
YY.gap0	0.000000
YW.gap0	0.000000
YV.gap0	0.000000
YS.gap0	0.000000
AF.gap1	0.000000
YR.gap0	0.000000
YQ.gap0	0.000000
YP.gap0	0.000000
YM.gap0	0.000000
YL.gap0	0.000000
YK.gap0	0.000000
AD.gap1	0.000000
AG.gap1	0.000000
YI.gap0	0.000000
AV.gap1	0.000000
CF.gap1	0.000000
CE.gap1	0.000000
CD.gap1	0.000000
CC.gap1	0.000000
CA.gap1	0.000000
AW.gap1	0.000000
D_D	0.000000
D_I	0.000000
AS.gap1	0.000000
AR.gap1	0.000000
D_E	0.000000
D_F	0.000000
D_G	0.000000
D_H	0.000000
D_M	0.000000
YH.gap0	0.000000
WC.gap0	0.000000
WL.gap0	0.000000
WN.gap0	0.000000
D_T	0.000000
D_V	0.000000
D_W	0.000000
WM.gap0	0.000000
D_Y	0.000000
WK.gap0	0.000000
WQ.gap0	0.000000
WI.gap0	0.000000
WH.gap0	0.000000
WG.gap0	0.000000
WF.gap0	0.000000
WE.gap0	0.000000
WD.gap0	0.000000
WP.gap0	0.000000
WR.gap0	0.000000
YG.gap0	0.000000
D_P	0.000000
YF.gap0	0.000000
YE.gap0	0.000000
YD.gap0	0.000000
D_N	0.000000
YC.gap0	0.000000
YA.gap0	0.000000
WY.gap0	0.000000
WS.gap0	0.000000
WW.gap0	0.000000
D_Q	0.000000
D_R	0.000000
WV.gap0	0.000000
WT.gap0	0.000000
D_S	0.000000
F_W	0.000000
Q_G	0.000000
KK.gap0	0.000000
DY-feat	0.000000
L_P	0.000000
EM-feat	0.000000
EK-feat	0.000000
EI-feat	0.000000
L_R	0.000000
EF-feat	0.000000
EE-feat	0.000000
EC-feat	0.000000
DW-feat	0.000000
L_M	0.000000
DV-feat	0.000000
L_S	0.000000
L_T	0.000000
L_V	0.000000
DS-feat	0.000000
L_W	0.000000
DP-feat	0.000000
L_Y	0.000000
L_N	0.000000
L_K	0.000000
DM-feat	0.000000
FH-feat	0.000000
FR-feat	0.000000
FQ-feat	0.000000
FP-feat	0.000000
FN-feat	0.000000
FL-feat	0.000000
FK-feat	0.000000
FI-feat	0.000000
L_A	0.000000
FF-feat	0.000000
L_H	0.000000
L_C	0.000000
L_D	0.000000
FC-feat	0.000000
EY-feat	0.000000
EW-feat	0.000000
L_E	0.000000
L_F	0.000000
L_G	0.000000
M_A	0.000000
M_C	0.000000
KI.gap0	0.000000
M_P	0.000000
M_N	0.000000
CL-feat	0.000000
CK-feat	0.000000
CI-feat	0.000000
CH-feat	0.000000
CG-feat	0.000000
CF-feat	0.000000
CE-feat	0.000000
CD-feat	0.000000
CM-feat	0.000000
CC-feat	0.000000
AW-feat	0.000000
M_Q	0.000000
AS-feat	0.000000
AQ-feat	0.000000
M_R	0.000000
AN-feat	0.000000
M_S	0.000000
M_M	0.000000
M_K	0.000000
DI-feat	0.000000
M_H	0.000000
M_D	0.000000
DH-feat	0.000000
M_E	0.000000
DF-feat	0.000000
M_F	0.000000
DD-feat	0.000000
DC-feat	0.000000
M_G	0.000000
M_I	0.000000
CN-feat	0.000000
CY-feat	0.000000
CW-feat	0.000000
CV-feat	0.000000
CT-feat	0.000000
CS-feat	0.000000
CR-feat	0.000000
CQ-feat	0.000000
CP-feat	0.000000
FS-feat	0.000000
FT-feat	0.000000
FW-feat	0.000000
KT-feat	0.000000
LH-feat	0.000000
K_C	0.000000
K_D	0.000000
LC-feat	0.000000
KY-feat	0.000000
KW-feat	0.000000
K_E	0.000000
K_F	0.000000
K_G	0.000000
I_Y	0.000000
KQ-feat	0.000000
KP-feat	0.000000
KN-feat	0.000000
KM-feat	0.000000
K_H	0.000000
KI-feat	0.000000
KF-feat	0.000000
KE-feat	0.000000
K_A	0.000000
LI-feat	0.000000
FY-feat	0.000000
MD-feat	0.000000
MP-feat	0.000000
MN-feat	0.000000
MM-feat	0.000000
I_P	0.000000
I_Q	0.000000
MH-feat	0.000000
MF-feat	0.000000
ME-feat	0.000000
I_R	0.000000
I_W	0.000000
MC-feat	0.000000
MA-feat	0.000000
I_S	0.000000
LS-feat	0.000000
LR-feat	0.000000
I_T	0.000000
I_V	0.000000
LM-feat	0.000000
KC-feat	0.000000
IY-feat	0.000000
IW-feat	0.000000
K_T	0.000000
HI-feat	0.000000
HF-feat	0.000000
HE-feat	0.000000
HD-feat	0.000000
HA-feat	0.000000
GW-feat	0.000000
GS-feat	0.000000
GR-feat	0.000000
K_V	0.000000
IQ-feat	0.000000
GM-feat	0.000000
GL-feat	0.000000
GI-feat	0.000000
GH-feat	0.000000
GF-feat	0.000000
GE-feat	0.000000
GC-feat	0.000000
K_W	0.000000
HK-feat	0.000000
HL-feat	0.000000
HN-feat	0.000000
HP-feat	0.000000
IP-feat	0.000000
IM-feat	0.000000
K_K	0.000000
IH-feat	0.000000
IG-feat	0.000000
IE-feat	0.000000
K_M	0.000000
K_N	0.000000
IC-feat	0.000000
HW-feat	0.000000
HV-feat	0.000000
HT-feat	0.000000
K_Q	0.000000
K_R	0.000000
HS-feat	0.000000
HR-feat	0.000000
HQ-feat	0.000000
M_T	0.000000
M_V	0.000000
M_W	0.000000
P_V	0.000000
T_H	0.000000
T_G	0.000000
T_F	0.000000
T_E	0.000000
T_D	0.000000
P_T	0.000000
T_C	0.000000
T_A	0.000000
S_Y	0.000000
T_I	0.000000
S_W	0.000000
S_V	0.000000
S_T	0.000000
S_S	0.000000
S_R	0.000000
S_P	0.000000
S_M	0.000000
S_I	0.000000
P_S	0.000000
P_R	0.000000
V_L	0.000000
T_W	0.000000
V_H	0.000000
V_G	0.000000
V_E	0.000000
V_D	0.000000
V_C	0.000000
V_A	0.000000
P_Q	0.000000
T_Y	0.000000
T_V	0.000000
T_K	0.000000
T_T	0.000000
T_S	0.000000
T_R	0.000000
T_Q	0.000000
T_P	0.000000
T_N	0.000000
T_M	0.000000
T_L	0.000000
S_H	0.000000
S_G	0.000000
S_F	0.000000
Q_Q	0.000000
R_C	0.000000
R_A	0.000000
Q_Y	0.000000
Q_W	0.000000
Q_D	0.000000
Q_V	0.000000
Q_T	0.000000
Q_S	0.000000
Q_P	0.000000
S_E	0.000000
Q_N	0.000000
Q_E	0.000000
Q_M	0.000000
Q_L	0.000000
Q_F	0.000000
Q_K	0.000000
Q_I	0.000000
Q_H	0.000000
R_E	0.000000
Q_C	0.000000
R_F	0.000000
R_G	0.000000
S_D	0.000000
S_C	0.000000
S_A	0.000000
R_Y	0.000000
R_W	0.000000
R_V	0.000000
R_S	0.000000
R_R	0.000000
P_W	0.000000
R_Q	0.000000
P_Y	0.000000
R_P	0.000000
R_N	0.000000
R_M	0.000000
R_L	0.000000
R_I	0.000000
R_H	0.000000
V_I	0.000000
V_M	0.000000
AH-feat	0.000000
Y_R	0.000000
N_W	0.000000
Y_Y	0.000000
Y_W	0.000000
Y_V	0.000000
N_Y	0.000000
Y_T	0.000000
P_A	0.000000
Y_S	0.000000
Y_Q	0.000000
N_T	0.000000
Y_P	0.000000
Y_N	0.000000
Y_M	0.000000
Y_L	0.000000
Y_K	0.000000
Y_H	0.000000
Y_G	0.000000
Y_F	0.000000
N_V	0.000000
N_S	0.000000
V_N	0.000000
W-feat	0.000000
M_Y	0.000000
N_A	0.000000
AF-feat	0.000000
N_C	0.000000
AD-feat	0.000000
AC-feat	0.000000
N_D	0.000000
N_E	0.000000
N_F	0.000000
N_Q	0.000000
N_H	0.000000
N_I	0.000000
N_K	0.000000
P-feat	0.000000
N_L	0.000000
N_M	0.000000
N_N	0.000000
N_P	0.000000
Y_E	0.000000
Y_D	0.000000
Y_C	0.000000
W_C	0.000000
P_K	0.000000
W_G	0.000000
P_L	0.000000
P_M	0.000000
W_F	0.000000
W_E	0.000000
P_N	0.000000
W_D	0.000000
W_A	0.000000
Y_A	0.000000
P_P	0.000000
V_Y	0.000000
V_W	0.000000
V_T	0.000000
V_S	0.000000
V_R	0.000000
V_Q	0.000000
V_P	0.000000
P_I	0.000000
W_H	0.000000
W_I	0.000000
W_K	0.000000
P_C	0.000000
P_D	0.000000
W_Y	0.000000
P_E	0.000000
P_F	0.000000
W_W	0.000000
P_G	0.000000
W_V	0.000000
W_T	0.000000
W_S	0.000000
W_R	0.000000
W_Q	0.000000
W_P	0.000000
W_N	0.000000
W_M	0.000000
P_H	0.000000
W_L	0.000000
MQ-feat	0.000000
MR-feat	0.000000
MS-feat	0.000000
EC.gap0	0.000000
EL.gap0	0.000000
EK.gap0	0.000000
EI.gap0	0.000000
EH.gap0	0.000000
EG.gap0	0.000000
EF.gap0	0.000000
EE.gap0	0.000000
ED.gap0	0.000000
EA.gap0	0.000000
EN.gap0	0.000000
G_P	0.000000
DY.gap0	0.000000
DW.gap0	0.000000
DV.gap0	0.000000
DT.gap0	0.000000
DS.gap0	0.000000
DR.gap0	0.000000
DQ.gap0	0.000000
EM.gap0	0.000000
EP.gap0	0.000000
FQ.gap0	0.000000
FE.gap0	0.000000
FN.gap0	0.000000
FM.gap0	0.000000
FL.gap0	0.000000
FK.gap0	0.000000
FI.gap0	0.000000
FH.gap0	0.000000
FG.gap0	0.000000
FF.gap0	0.000000
FD.gap0	0.000000
EQ.gap0	0.000000
FC.gap0	0.000000
FA.gap0	0.000000
EY.gap0	0.000000
EW.gap0	0.000000
EV.gap0	0.000000
ET.gap0	0.000000
ES.gap0	0.000000
ER.gap0	0.000000
DP.gap0	0.000000
DN.gap0	0.000000
DM.gap0	0.000000
CA.gap0	0.000000
CI.gap0	0.000000
CH.gap0	0.000000
G_Q	0.000000
CG.gap0	0.000000
CF.gap0	0.000000
CE.gap0	0.000000
CD.gap0	0.000000
CC.gap0	0.000000
AY.gap0	0.000000
DL.gap0	0.000000
AW.gap0	0.000000
G_R	0.000000
AV.gap0	0.000000
AT.gap0	0.000000
AS.gap0	0.000000
AR.gap0	0.000000
AQ.gap0	0.000000
AP.gap0	0.000000
CK.gap0	0.000000
CL.gap0	0.000000
CM.gap0	0.000000
CN.gap0	0.000000
DK.gap0	0.000000
DI.gap0	0.000000
DH.gap0	0.000000
DG.gap0	0.000000
DF.gap0	0.000000
DE.gap0	0.000000
DD.gap0	0.000000
DC.gap0	0.000000
DA.gap0	0.000000
CY.gap0	0.000000
CW.gap0	0.000000
CV.gap0	0.000000
CT.gap0	0.000000
CS.gap0	0.000000
CR.gap0	0.000000
CQ.gap0	0.000000
CP.gap0	0.000000
FP.gap0	0.000000
FR.gap0	0.000000
AM.gap0	0.000000
IC.gap0	0.000000
IK.gap0	0.000000
II.gap0	0.000000
IH.gap0	0.000000
IG.gap0	0.000000
IF.gap0	0.000000
IE.gap0	0.000000
ID.gap0	0.000000
G_E	0.000000
G_F	0.000000
IM.gap0	0.000000
G_G	0.000000
IA.gap0	0.000000
G_H	0.000000
HY.gap0	0.000000
HW.gap0	0.000000
HV.gap0	0.000000
HT.gap0	0.000000
HS.gap0	0.000000
IL.gap0	0.000000
IN.gap0	0.000000
FS.gap0	0.000000
KC.gap0	0.000000
F_Y	0.000000
G_A	0.000000
KH.gap0	0.000000
KG.gap0	0.000000
KF.gap0	0.000000
KE.gap0	0.000000
KD.gap0	0.000000
G_C	0.000000
G_D	0.000000
IP.gap0	0.000000
KA.gap0	0.000000
IY.gap0	0.000000
IW.gap0	0.000000
IV.gap0	0.000000
IT.gap0	0.000000
IS.gap0	0.000000
IR.gap0	0.000000
IQ.gap0	0.000000
HR.gap0	0.000000
HQ.gap0	0.000000
HP.gap0	0.000000
GG.gap0	0.000000
GP.gap0	0.000000
GN.gap0	0.000000
GM.gap0	0.000000
GL.gap0	0.000000
GK.gap0	0.000000
GI.gap0	0.000000
GH.gap0	0.000000
G_M	0.000000
GF.gap0	0.000000
HN.gap0	0.000000
GE.gap0	0.000000
