nameseq,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,label
pre_20_train_U00096.3/3943703-3946606,10,10,15,7,14,16,9,7,10,15,16,10,7,10,10,8,11,12,14,9,9,15,23,11,20,6,16,17,9,7,17,7,15,11,11,8,17,14,23,16,12,22,21,21,13,7,18,20,8,8,7,6,9,10,8,4,15,12,18,11,6,8,7,1,16,13,21,14,3,8,8,6,9,10,16,7,7,6,12,3,7,3,9,4,7,6,11,9,16,7,12,6,6,2,12,5,27,13,13,6,7,11,20,7,17,8,20,27,13,10,21,7,11,6,6,6,6,7,7,5,21,11,11,8,6,1,10,6,23,21,25,8,8,19,16,12,15,24,29,10,11,7,12,1,6,9,17,12,9,12,12,7,18,8,19,13,6,7,20,9,35,15,24,15,11,8,14,14,24,17,23,12,19,10,20,15,26,7,13,10,9,9,9,8,26,14,20,19,14,7,12,6,17,14,20,12,7,6,10,15,7,15,15,14,10,11,14,4,7,6,5,4,9,11,10,6,11,3,14,5,8,8,16,4,13,11,13,9,6,6,6,12,7,14,15,13,5,7,14,6,14,5,9,3,4,10,5,4,11,6,8,11,5,6,7,6,rRNA
pre_21_train_U00096.3/3426784-3423881,10,10,16,7,14,16,9,7,10,15,16,9,6,10,11,7,11,12,14,9,9,15,23,12,20,6,16,17,9,7,16,7,15,11,11,8,17,14,23,18,12,21,22,22,13,7,16,21,8,8,7,5,9,9,8,4,15,12,18,11,6,8,7,1,16,13,21,14,3,8,8,6,9,10,16,7,7,6,12,3,7,3,9,4,7,6,11,8,16,7,12,6,6,2,12,6,27,13,13,6,7,11,19,7,16,8,21,27,13,10,22,7,12,6,7,5,6,7,7,5,19,12,10,8,7,1,9,7,23,21,25,9,8,18,16,12,15,23,29,10,11,7,10,1,6,9,16,12,9,13,12,7,18,8,19,13,6,6,20,9,35,15,23,15,11,8,14,14,23,18,23,12,18,9,23,16,26,7,14,9,8,9,9,8,28,15,20,20,16,7,12,5,17,14,20,12,7,8,10,14,7,15,16,14,10,11,15,4,7,6,5,4,9,11,10,6,11,3,14,5,8,8,18,3,13,11,11,9,6,6,7,11,7,14,16,13,5,7,13,6,15,5,9,3,4,10,5,4,10,6,7,11,5,6,6,6,rRNA
pre_22_train_U00096.3/2729184-2726281,10,10,15,7,14,16,9,7,10,15,16,9,6,10,11,7,11,12,14,9,9,15,23,13,19,6,16,17,9,7,16,7,15,11,11,8,17,14,22,17,13,22,22,22,13,8,16,20,8,8,7,5,9,9,8,4,15,12,18,11,6,8,6,1,16,13,21,14,3,8,8,5,9,10,16,7,7,6,12,3,7,3,9,4,7,6,11,8,16,8,13,5,6,3,12,6,27,13,13,7,7,11,19,7,16,8,21,27,13,10,22,7,12,6,6,5,6,7,8,5,19,11,9,8,7,1,10,7,23,21,25,9,8,18,16,12,15,22,29,10,11,7,12,1,6,9,16,12,9,14,12,7,18,8,19,13,6,6,21,8,34,14,24,14,11,8,14,14,23,18,23,13,19,9,22,16,26,7,14,10,8,10,8,8,27,14,21,20,15,7,12,6,17,14,20,12,7,8,10,14,6,15,17,14,10,11,14,4,7,6,5,4,9,11,10,7,11,3,14,5,8,7,17,3,13,11,11,9,6,6,8,11,7,14,16,13,5,7,12,6,15,5,9,3,4,10,5,4,11,6,8,11,5,6,6,6,rRNA
pre_23_train_U00096.3/4210043-4212946,10,10,15,7,14,16,9,7,10,15,16,10,6,10,11,7,11,12,14,9,9,15,23,12,19,6,16,17,9,7,16,7,15,11,11,8,17,14,22,17,13,22,21,21,13,8,16,20,8,8,7,5,9,11,8,4,15,12,18,11,6,8,6,1,16,13,21,14,3,8,8,5,9,10,16,7,7,6,12,3,7,3,9,4,7,6,11,9,16,8,13,5,6,3,12,5,27,13,13,7,7,11,19,7,16,8,21,27,13,10,22,7,12,6,6,5,6,7,8,5,20,11,9,8,6,1,11,6,23,21,25,9,8,18,16,12,15,22,29,10,11,7,12,1,6,9,16,12,9,13,12,7,18,8,19,13,6,7,21,8,34,14,25,14,11,8,14,14,23,18,23,13,19,9,22,16,26,7,14,10,8,9,8,8,27,14,21,20,15,7,12,6,17,14,19,12,7,7,10,15,7,15,16,14,10,11,14,4,7,6,5,4,9,11,10,7,11,3,14,5,8,7,17,4,13,11,12,9,6,6,8,11,7,14,16,13,5,7,12,6,14,5,9,3,4,10,5,4,11,6,8,11,5,6,6,6,rRNA
pre_24_train_U00096.3/225759-228662,10,10,15,7,14,16,9,7,10,15,16,10,6,10,11,7,11,11,13,10,9,15,23,12,20,6,16,17,9,8,16,7,15,11,12,8,16,14,23,17,12,22,21,21,14,7,16,20,8,8,7,5,9,11,8,4,15,12,18,12,6,7,7,1,16,13,20,14,3,8,8,6,9,10,16,7,7,6,12,3,7,3,9,5,7,6,11,9,16,6,12,6,6,2,12,4,27,13,13,6,7,10,18,7,16,8,21,27,13,10,23,7,12,6,6,5,6,7,7,5,20,11,10,9,6,1,11,6,23,21,25,9,8,18,15,14,15,22,30,10,11,7,12,0,6,9,16,11,9,12,12,7,18,8,19,13,6,7,21,9,35,15,24,14,10,9,14,13,24,17,23,13,20,9,21,16,26,7,14,11,8,8,9,8,27,14,20,19,15,7,12,6,17,15,21,11,7,7,10,15,7,15,15,14,10,11,14,4,7,6,5,3,9,11,10,6,10,3,14,5,8,8,17,5,13,11,12,9,6,6,7,12,7,14,16,13,5,7,13,6,14,6,9,3,4,10,5,4,12,6,8,11,5,6,6,6,rRNA
pre_25_train_U00096.3/4037519-4040423,10,10,15,7,14,16,9,8,10,15,16,10,6,10,11,7,11,12,14,9,9,15,24,12,19,5,16,17,9,7,16,7,15,11,11,8,17,14,22,16,12,23,21,21,13,7,17,20,8,8,7,6,9,11,8,4,15,12,18,11,6,8,7,1,16,13,20,14,4,8,7,6,9,9,17,7,7,6,13,3,7,3,9,4,7,6,11,9,15,6,12,6,7,2,12,4,27,13,13,6,8,11,18,7,16,8,21,27,13,10,23,7,12,6,6,4,6,7,7,5,20,12,10,9,6,1,10,6,23,21,25,9,8,18,16,12,15,23,29,10,11,7,11,1,6,10,16,12,9,12,12,7,19,7,19,14,6,7,21,9,35,15,24,14,10,8,13,14,23,18,23,12,19,9,23,16,26,7,14,10,8,8,9,8,27,14,20,20,14,7,12,6,17,14,21,12,7,7,10,15,7,15,15,14,10,11,13,4,7,6,5,4,9,11,10,6,11,3,14,4,8,8,17,4,13,11,12,9,6,7,6,12,7,14,16,13,5,7,13,6,14,5,9,3,4,10,5,4,12,5,8,13,5,6,7,6,rRNA
pre_26_train_U00096.3/3426783-3423880,10,10,16,7,14,16,9,7,10,15,16,9,6,10,11,7,11,12,14,9,9,15,23,13,20,6,16,17,9,7,16,7,15,11,11,8,17,14,23,18,12,21,22,22,13,7,16,20,8,8,7,5,9,9,8,4,15,12,18,11,6,8,7,1,16,13,21,14,3,8,8,6,9,10,16,7,7,6,12,3,7,3,9,4,7,6,11,8,16,7,12,6,6,2,12,6,27,13,13,6,7,11,19,7,16,8,21,27,13,10,22,7,12,6,7,5,6,7,7,5,19,12,10,8,7,1,9,7,23,21,25,9,8,18,16,12,15,23,29,10,11,7,10,1,6,9,16,12,9,13,12,7,18,8,19,13,6,6,20,9,35,15,23,15,11,8,14,14,23,18,23,12,18,9,23,16,26,7,14,9,8,9,9,8,28,15,20,20,16,7,12,5,17,14,20,12,7,8,10,14,7,15,16,14,10,11,15,4,7,6,5,4,9,11,10,6,11,3,14,5,8,8,18,3,13,11,11,9,6,6,7,11,7,14,16,13,5,7,13,6,15,5,9,3,4,10,5,4,10,6,7,11,5,6,6,6,rRNA
pre_27_train_U00096.3/2729025-2726292,10,9,14,7,13,15,8,6,10,15,15,9,6,10,10,7,11,12,14,8,8,14,21,12,18,6,15,14,9,7,14,7,13,10,11,8,17,13,18,16,12,22,21,20,13,8,14,20,6,8,7,4,8,9,8,3,14,12,17,10,6,7,6,1,16,13,20,12,2,8,8,4,9,10,16,6,6,5,11,2,7,2,8,4,7,6,11,8,16,8,12,5,5,3,11,6,25,13,12,7,7,11,17,7,16,6,21,27,12,9,20,6,11,5,6,5,6,7,7,5,18,10,8,8,5,1,10,7,22,20,24,9,7,17,15,12,15,22,28,9,11,6,10,1,6,8,14,12,9,14,12,6,16,8,18,12,5,6,21,7,33,13,23,10,11,8,14,13,21,16,23,13,18,8,21,15,22,7,14,8,8,10,8,8,25,13,20,20,13,6,12,5,17,11,18,11,7,6,10,13,5,12,15,14,8,10,14,3,7,5,5,4,9,10,9,7,8,3,14,5,7,7,17,3,13,10,11,8,5,6,8,11,7,14,15,12,5,7,12,6,14,5,9,3,3,9,4,4,10,5,8,10,5,6,6,5,rRNA
pre_28_train_U00096.3/4210202-4212928,10,9,14,7,13,15,8,6,10,15,15,10,6,10,10,7,11,12,14,8,8,14,20,11,18,6,15,13,9,7,14,7,12,10,11,8,17,13,18,16,12,22,20,19,13,8,14,20,6,8,7,4,8,11,8,3,13,12,17,10,6,7,6,1,16,13,20,12,2,8,8,4,9,10,16,6,6,5,11,2,7,2,8,4,7,6,11,9,16,8,12,5,5,3,11,5,25,13,12,7,7,11,17,7,16,6,21,27,12,9,19,6,11,5,6,5,6,7,7,5,19,10,8,8,4,1,11,6,22,20,24,9,7,16,15,12,15,22,28,9,11,6,10,1,6,8,14,12,9,13,12,6,16,8,18,12,5,7,21,7,33,13,24,10,11,8,14,13,21,16,23,13,18,8,21,15,22,7,14,8,8,9,8,8,25,13,20,20,13,6,12,5,17,10,17,11,7,5,10,14,6,12,14,14,8,10,14,3,7,5,5,4,9,10,9,7,8,3,14,5,7,7,17,4,13,10,12,8,5,6,8,11,7,14,15,12,5,7,12,6,13,5,9,3,3,9,4,4,10,5,8,10,5,6,6,5,rRNA
pre_29_train_U00096.3/4037678-4040405,10,9,14,7,13,15,8,7,10,15,15,10,6,10,10,7,11,12,14,8,8,14,21,11,18,5,15,13,9,7,14,7,12,10,11,8,17,13,18,15,11,23,20,19,13,7,15,20,6,8,7,5,8,11,8,3,13,12,17,10,6,7,7,1,16,13,19,12,3,8,7,5,9,9,17,6,6,5,12,2,7,2,8,4,7,6,11,9,15,6,11,6,6,2,11,4,25,13,12,6,8,11,16,7,16,6,21,27,12,9,20,6,11,5,6,4,6,7,6,5,19,11,9,9,4,1,10,6,22,20,24,9,7,16,15,12,15,23,28,9,11,6,9,1,6,9,14,12,9,12,12,6,17,7,18,13,5,7,21,8,34,14,23,10,10,8,13,13,21,16,23,12,18,8,22,15,22,7,14,8,8,8,9,8,25,13,19,20,12,6,12,5,17,10,19,11,7,5,10,14,6,12,13,14,8,10,13,3,7,5,5,4,9,10,9,6,8,3,14,4,7,8,17,4,13,10,12,8,5,7,6,12,7,14,15,12,5,7,13,6,13,5,9,3,3,9,4,4,11,4,8,12,5,6,7,5,rRNA
pre_30_train_U00096.3/225918-228644,10,9,14,7,13,15,8,6,10,15,15,10,6,10,10,7,11,11,13,9,8,14,20,11,19,6,15,13,9,8,14,7,12,10,12,8,16,13,19,16,11,22,20,19,14,7,14,20,6,8,7,4,8,11,8,3,13,12,17,11,6,6,7,1,16,13,19,12,2,8,8,5,9,10,16,6,6,5,11,2,7,2,8,5,7,6,11,9,16,6,11,6,5,2,11,4,25,13,12,6,7,10,16,7,16,6,21,27,12,9,20,6,11,5,6,5,6,7,6,5,19,10,9,9,4,1,11,6,22,20,24,9,7,16,14,14,15,22,29,9,11,6,10,0,6,8,14,11,9,12,12,6,16,8,18,12,5,7,21,8,34,14,23,10,10,9,14,12,22,15,23,13,19,8,20,15,22,7,14,9,8,8,9,8,25,13,19,19,13,6,12,5,17,11,19,10,7,5,10,14,6,12,13,14,8,10,14,3,7,5,5,3,9,10,9,6,7,3,14,5,7,8,17,5,13,10,12,8,5,6,7,12,7,14,15,12,5,7,13,6,13,6,9,3,3,9,4,4,11,5,8,10,5,6,6,5,rRNA
pre_31_train_U00096.3/3426624-3423891,10,9,15,7,13,15,8,6,10,15,15,9,6,10,10,7,11,12,14,8,8,14,21,12,19,6,15,14,9,7,14,7,13,10,11,8,17,13,19,17,11,21,21,20,13,7,14,20,6,8,7,4,8,9,8,3,14,12,17,10,6,7,7,1,16,13,20,12,2,8,8,5,9,10,16,6,6,5,11,2,7,2,8,4,7,6,11,8,16,7,11,6,5,2,11,6,25,13,12,6,7,11,17,7,16,6,21,27,12,9,20,6,11,5,7,5,6,7,6,5,18,11,9,8,5,1,9,7,22,20,24,9,7,17,15,12,15,23,28,9,11,6,8,1,6,8,14,12,9,13,12,6,16,8,18,12,5,6,20,8,34,14,22,11,11,8,14,13,21,16,23,12,17,8,22,15,22,7,14,7,8,9,9,8,26,14,19,20,14,6,12,4,17,11,18,11,7,6,10,13,6,12,14,14,8,10,15,3,7,5,5,4,9,10,9,6,8,3,14,5,7,8,18,3,13,10,11,8,5,6,7,11,7,14,15,12,5,7,13,6,14,5,9,3,3,9,4,4,9,5,7,10,5,6,6,5,rRNA
nameseq,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,label
pre_0_train_U00096.3/2025313-2025227,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,2,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,sRNA
pre_1_train_U00096.3/2924515-2924156,1,2,2,1,3,2,1,2,0,0,4,4,0,2,0,0,3,1,4,1,0,0,2,0,4,1,3,0,0,1,1,0,8,5,3,11,2,2,2,2,6,3,0,1,2,0,1,1,0,1,2,1,1,0,1,0,2,2,1,0,0,3,1,0,2,1,2,0,1,0,1,0,1,0,5,0,1,0,0,1,1,1,1,1,2,1,0,1,0,0,0,1,0,0,1,3,0,1,1,0,2,0,1,0,13,0,5,1,0,1,3,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,0,2,3,2,4,2,4,2,2,0,2,5,5,2,1,1,11,0,2,4,5,0,2,0,1,0,0,3,0,0,0,0,0,1,7,1,3,0,3,0,1,2,2,0,1,2,0,2,2,2,1,0,0,0,3,1,0,0,8,1,5,4,0,3,1,0,1,2,4,1,2,0,1,0,2,2,6,0,0,0,1,1,0,0,6,0,0,0,0,1,1,0,1,0,0,1,3,0,1,0,1,1,0,1,0,1,0,1,1,2,0,1,2,1,0,0,0,1,3,0,0,0,2,1,1,0,1,0,0,4,sRNA
pre_2_train_U00096.3/4049889-4050007,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2,2,1,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,2,1,0,4,sRNA
pre_3_train_U00096.3/4158394-4158285,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,1,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,3,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,sRNA
pre_4_train_U00096.3/3580987-3580923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,sRNA
pre_5_train_U00096.3/1146589-1146757,1,0,1,1,0,0,0,1,0,3,2,0,3,0,0,1,0,2,3,0,2,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,1,0,0,0,0,1,2,2,0,0,2,0,0,0,0,2,0,1,1,1,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,2,2,0,1,0,0,1,1,0,0,1,1,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,2,1,0,1,0,1,2,1,1,2,1,0,0,1,0,0,1,1,0,0,1,1,2,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,3,0,2,2,2,3,6,sRNA
pre_6_train_U00096.3/2814802-2814873,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,sRNA
pre_7_train_U00096.3/2976189-2976102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,3,sRNA
