Feature	Importance
V_F	0.000085
L_M	0.000085
HL-feat	0.000085
Y_W	0.000084
V_G	0.000083
NM-feat	0.000083
L_C	0.000083
W_K	0.000082
g7.g2.g3	0.000082
Y_Q	0.000082
T_K	0.000082
P_E	0.000081
H_T	0.000081
aromatic.uncharger.aromatic	0.000080
G_C	0.000080
S_P	0.000080
CT-feat	0.000080
g7.g6.g3	0.000079
R_E	0.000079
DH-feat	0.000079
g7.g5.g1	0.000079
g6.g7.g1	0.000077
H_P	0.000077
E_R	0.000077
N_F	0.000076
g2.g1.g7	0.000076
SI-feat	0.000075
g2.g7.g4	0.000074
g3.g6.g7	0.000074
g3.g3.g7	0.000074
aromatic.aromatic.postivecharger	0.000074
g5.g4.g7	0.000073
g5.g5.g7	0.000073
W_F	0.000071
Q_I	0.000070
H_G	0.000070
Q_F	0.000070
C_E	0.000070
g2.g1.g5	0.000069
g4.g1.g4	0.000069
E_F	0.000068
P_R	0.000067
g4.g7.g2	0.000067
L_H	0.000067
F_C	0.000065
Q_C	0.000064
g4.g7.g1	0.000063
g1.g7.g3	0.000062
MW-feat	0.000059
A_N	0.000059
aromatic.aromatic.alphaticr	0.000058
PC-feat	0.000057
R_F	0.000057
g5.g7.g3	0.000057
PK-feat	0.000056
g1.g7.g2	0.000056
W_M	0.000056
g4.g2.g7	0.000055
g4.g7.g5	0.000055
g7.g3.g3	0.000054
g7.g6.g5	0.000052
CR-feat	0.000051
TW-feat	0.000050
g1.g6.g4	0.000049
g7.g4.g4	0.000047
g2.g6.g7	0.000047
P_Y	0.000047
EH-feat	0.000046
IH-feat	0.000046
g4.g7.g4	0.000045
g4.g6.g7	0.000045
g4.g5.g4	0.000045
WY-feat	0.000045
g4.g3.g7	0.000044
C_P	0.000044
IW-feat	0.000044
CK-feat	0.000044
M_P	0.000044
H_F	0.000044
g7.g1.g4	0.000044
FH-feat	0.000044
YW-feat	0.000043
T_N	0.000043
g4.g7.g3	0.000043
NC-feat	0.000043
W_W	0.000043
S_N	0.000043
WP-feat	0.000042
T_S	0.000042
KM-feat	0.000042
g4.g1.g7	0.000042
g3.g7.g5	0.000041
D_R	0.000041
S_W	0.000041
H_M	0.000041
g6.g7.g2	0.000041
CL-feat	0.000041
W_V	0.000041
S_C	0.000041
K_W	0.000041
G_W	0.000041
g6.g2.g7	0.000040
W_H	0.000040
Q_Q	0.000040
K_H	0.000040
Y_N	0.000040
C_N	0.000040
g4.g5.g5	0.000040
W_L	0.000039
SW-feat	0.000039
g7.g6.g6	0.000038
C_R	0.000037
aromatic.postivecharger.alphaticr	0.000037
g4.g4.g5	0.000037
g7.g5.g6	0.000036
M_H	0.000036
W_N	0.000036
K_Q	0.000036
R_H	0.000035
N_H	0.000034
H_S	0.000034
QD-feat	0.000034
g7.g5.g4	0.000033
R_Q	0.000031
S_D	0.000031
g7.g2.g4	0.000031
YR-feat	0.000030
P_N	0.000024
V_C	0.000024
g3.g4.g7	0.000024
T_C	0.000023
g5.g2.g7	0.000023
E_N	0.000023
g1.g1.g7	0.000022
N_W	0.000022
aromatic.aromatic.aromatic	0.000021
E_H	0.000021
CQ-feat	0.000021
I_W	0.000017
g3.g6.g6	0.000014
WG-feat	0.000012
g5.g6.g7	0.000008
T_H	0.000004
H_H	0.000003
A_H	0.000002
A_C	0.000000
D_W	0.000000
C_Y	0.000000
E_C	0.000000
C_S	0.000000
C_T	0.000000
C_W	0.000000
D_C	0.000000
g6.g7.g6	0.000000
F_A	0.000000
g7.g7.g3	0.000000
g1.g7.g5	0.000000
g1.g7.g4	0.000000
g1.g4.g7	0.000000
g1.g2.g7	0.000000
g7.g2.g6	0.000000
g7.g2.g7	0.000000
g7.g3.g6	0.000000
g7.g3.g7	0.000000
g7.g4.g1	0.000000
g7.g4.g5	0.000000
g7.g4.g7	0.000000
g7.g5.g3	0.000000
g7.g5.g7	0.000000
g7.g6.g4	0.000000
g7.g6.g7	0.000000
negativecharger.aromatic.aromatic	0.000000
g7.g7.g1	0.000000
g1.g7.g7	0.000000
g7.g1.g7	0.000000
g2.g7.g1	0.000000
g5.g7.g2	0.000000
g6.g7.g4	0.000000
g6.g5.g7	0.000000
g6.g3.g7	0.000000
g6.g7.g7	0.000000
g5.g7.g7	0.000000
g5.g7.g6	0.000000
g5.g7.g5	0.000000
g5.g3.g7	0.000000
g2.g7.g7	0.000000
g4.g7.g7	0.000000
g4.g7.g6	0.000000
g4.g5.g7	0.000000
g4.g4.g7	0.000000
g7.g1.g3	0.000000
g3.g7.g7	0.000000
g3.g7.g3	0.000000
g7.g7.g2	0.000000
g7.g7.g4	0.000000
F_I	0.000000
g7.g7.g5	0.000000
T_W	0.000000
S_H	0.000000
R_W	0.000000
R_N	0.000000
Q_P	0.000000
N_C	0.000000
M_S	0.000000
M_M	0.000000
M_L	0.000000
M_I	0.000000
L_W	0.000000
L_Q	0.000000
K_C	0.000000
I_T	0.000000
H_W	0.000000
H_C	0.000000
F_P	0.000000
V_W	0.000000
W_A	0.000000
W_C	0.000000
FC-feat	0.000000
g7.g7.g6	0.000000
g7.g7.g7	0.000000
WQ-feat	0.000000
WC-feat	0.000000
TQ-feat	0.000000
NQ-feat	0.000000
HW-feat	0.000000
CW-feat	0.000000
W_G	0.000000
CP-feat	0.000000
CH-feat	0.000000
CC-feat	0.000000
Y_S	0.000000
W_Y	0.000000
W_T	0.000000
W_R	0.000000
QC-feat	0.000000
