nameseq,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3,label
pre_21_train_U00096.3/3426784-3423881,0.6367432029952765,0.7460128156649315,0.764995018596822,0.7684089690978619,0.7690491949289422,rRNA
pre_22_train_U00096.3/2729184-2726281,0.636768130075788,0.7460245603837927,0.7650059672948549,0.7684134960363794,0.7690505989501859,rRNA
pre_23_train_U00096.3/4210043-4212946,0.636768130075788,0.7460325808417141,0.7650158894921617,0.7684155848690978,0.7690509155140852,rRNA
pre_24_train_U00096.3/225759-228662,0.6367964428430624,0.7460119626233376,0.7650011788640932,0.7684099542636795,0.7690499152927953,rRNA
pre_25_train_U00096.3/4037519-4040423,0.6368168229253843,0.7460138927642076,0.7649997696672843,0.7684079091110579,0.7690486635873093,rRNA
pre_26_train_U00096.3/3426783-3423880,0.6367738512661577,0.7460257054257451,0.764999215405313,0.7684098700815329,0.7690494076171704,rRNA
pre_27_train_U00096.3/2729025-2726292,0.636491719557707,0.7458985838386641,0.7649896621299286,0.7684132735842337,0.7690490475679125,rRNA
pre_28_train_U00096.3/4210202-4212928,0.636488263468801,0.7459147212747413,0.7650047003565468,0.7684169666303097,0.7690496215420577,rRNA
pre_29_train_U00096.3/4037678-4040405,0.6365448638961531,0.745894896284007,0.764987926553374,0.7684094678619356,0.7690475157485648,rRNA
pre_30_train_U00096.3/225918-228644,0.6365230738959182,0.745894929913729,0.7649895110590852,0.7684116971594794,0.7690485434684519,rRNA
pre_31_train_U00096.3/3426624-3423891,0.6364991515340332,0.7459008183606792,0.7649832681715816,0.7684099961646149,0.7690480703995421,rRNA
nameseq,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3,label
pre_0_train_U00096.3/2025313-2025227,0.6343488444942798,0.7406819740731001,0.7610884180828986,0.7654140977804127,0.766421979254255,sRNA
pre_1_train_U00096.3/2924515-2924156,0.6280597663155919,0.7409340041903916,0.7623136125137122,0.7666627458486053,0.7678984192804207,sRNA
pre_2_train_U00096.3/4049889-4050007,0.6317713035302029,0.7411650466678272,0.7616987501991788,0.7664064915963724,0.7674043317065083,sRNA
pre_3_train_U00096.3/4158394-4158285,0.6402975647230883,0.7434081125075234,0.7625433248165353,0.7666267897475019,0.7672912429680224,sRNA
pre_4_train_U00096.3/3580987-3580923,0.6334544352406614,0.7346666529049086,0.7580283893879506,0.7618334795484849,0.7636325954850638,sRNA
pre_5_train_U00096.3/1146589-1146757,0.6307393684518295,0.739396908380275,0.7616992046859605,0.7667801346285528,0.7679386483928677,sRNA
pre_6_train_U00096.3/2814802-2814873,0.6379425953734391,0.7403655180857986,0.7600834873946347,0.7646413576265028,0.765629141626766,sRNA
pre_7_train_U00096.3/2976189-2976102,0.6298438635709467,0.7420586192518241,0.7608130599346835,0.7648612427069698,0.766053865491732,sRNA
pre_8_train_U00096.3/2976385-2976304,0.6399995878056312,0.7413223422785338,0.7608611003473598,0.7642347857382091,0.7655687122160335,sRNA
pre_9_train_U00096.3/3350577-3350684,0.64027428251799,0.7444643432898491,0.7633174873899916,0.7663182412354707,0.7670717272124532,sRNA
pre_10_train_U00096.3/3986432-3986638,0.6390462982290646,0.7460909040794529,0.7641877316975354,0.7673518983305521,0.7681643667401491,sRNA
pre_11_train_U00096.3/4051036-4051289,0.6300557831443722,0.742359499113101,0.7625209620142657,0.7668456471111391,0.7680519567348547,sRNA
pre_12_train_U00096.3/1923100-1923244,0.6396896682877682,0.7445738552819163,0.7635790034830808,0.7669838036235529,0.7677894984704116,sRNA
pre_13_train_U00096.3/888054-887976,0.613251181941371,0.7237884066568491,0.7545525131328317,0.762974904925956,0.7655461218901904,sRNA
pre_14_train_U00096.3/1923203-1923104,0.6382728266969223,0.7445536878408268,0.7629620794874449,0.766022918632235,0.7669449509450808,sRNA
pre_15_train_U00096.3/2167112-2167197,0.6324743533870216,0.7413138934176583,0.761010545749092,0.7653371657360821,0.7665514628571315,sRNA
pre_16_train_U00096.3/3121358-3121579,0.6386850294520859,0.7438225756192053,0.7634035722590663,0.7672836288616911,0.7682491293340965,sRNA
pre_17_train_U00096.3/1764768-1764708,0.6267147257702016,0.7373536577368455,0.7588749167905152,0.7639233031763641,0.7646005988719059,sRNA
pre_18_train_U00096.3/1230629-1230707,0.6202255511671317,0.7366476763011839,0.7598145171202046,0.7646374113347553,0.7658746708933512,sRNA
pre_19_train_U00096.3/3664861-3664974,0.6371123964674533,0.7436734850054453,0.7617164396445665,0.7659922296271523,0.7670279027109046,sRNA
pre_20_train_U00096.3/2071315-2071518,0.6346543174610539,0.7442523510656792,0.7632743289593955,0.7669713518702181,0.767978202813443,sRNA
pre_21_train_U00096.3/2653855-2654158,0.6397977843514158,0.7458344430442864,0.7644827689092139,0.7678876534116122,0.7685676431333182,sRNA
pre_22_train_U00096.3/189760-189846,0.6414754444084205,0.7397737691160555,0.7602430310127452,0.7651609356733103,0.766421979254255,sRNA
pre_23_train_U00096.3/2691340-2691193,0.639852851411668,0.7469062635010772,0.7645051530538511,0.7674316284418238,0.7679058519356694,sRNA
pre_24_train_U00096.3/686843-686681,0.6414182847800173,0.7469101231766307,0.7645920295234979,0.7674197346829431,0.7679399736879294,sRNA
pre_25_train_U00096.3/1888102-1888017,0.6403937262227174,0.7399190576243178,0.7599997211402281,0.7647803828640447,0.7660829180325178,sRNA
pre_26_train_U00096.3/2640686-2640595,0.6400249326788721,0.7442502819248655,0.7619852901076378,0.7653936523709068,0.7662668028589219,sRNA
pre_27_train_U00096.3/4190487-4190327,0.6377497129171541,0.7448375981662899,0.76361705824096,0.7673108847202946,0.7679555822201025,sRNA
pre_28_train_U00096.3/1491506-1491443,0.6238943696544674,0.7367722848261065,0.7596905443238119,0.7643238756743546,0.7651111319453147,sRNA
pre_29_train_U00096.3/2033649-2033738,0.5613516988930118,0.706831631109778,0.747837310714098,0.7592765228832259,0.764119996192295,sRNA
pre_30_train_U00096.3/1622948-1622735,0.6394896906053746,0.7452206578928783,0.7637265317177171,0.7672351530460388,0.7681642300956198,sRNA
pre_31_train_U00096.3/4278066-4277926,0.6372697065387941,0.7433173069980482,0.7625541453579955,0.7666658128246296,0.7676461548176228,sRNA
pre_32_train_U00096.3/1409129-1409246,0.6354195021732545,0.7418061519003225,0.7624576697007401,0.7665365909158673,0.7673503357460071,sRNA
pre_33_train_U00096.3/458816-458721,0.6353811355997725,0.7403387740940061,0.7607333924852689,0.7654782880374205,0.7666492825095355,sRNA
pre_34_train_U00096.3/123014-122901,0.6312108854205212,0.7428475191894046,0.7627886257549235,0.7665432858290958,0.7673421777716088,sRNA
pre_35_train_U00096.3/14090-14167,0.6397218915478668,0.7410334037523492,0.7609333129960612,0.7650526524146813,0.765921013422403,sRNA
pre_36_train_U00096.3/4441334-4441277,0.6344012684686903,0.7433876301755498,0.7589742205527936,0.7639099990900523,0.7646929121136701,sRNA
pre_37_train_U00096.3/4332047-4332212,0.6353679499157759,0.744760767035216,0.7632969719557395,0.7669448874340381,0.7678633942620026,sRNA
pre_38_train_U00096.3/4235709-4235560,0.6151086279430369,0.7332314354755377,0.7589789157629832,0.7655347170386049,0.7673903137134233,sRNA
pre_39_train_U00096.3/110960-111029,0.6418931901354444,0.7372672986565887,0.759689623408416,0.7643813012251345,0.7653267030417357,sRNA
pre_40_train_U00096.3/3915284-3915441,0.634549903367057,0.7425123930831257,0.7630434436964845,0.7670356031197547,0.7678982621829175,sRNA
pre_41_train_U00096.3/4060215-4060283,0.628725964958442,0.7257671797165794,0.7483679436727331,0.75757986888591,0.7613361776743411,sRNA
pre_42_train_U00096.3/543188-543254,0.6005685822091946,0.7196227781578325,0.7502936341326824,0.760472603636232,0.7642481911653518,sRNA
pre_43_train_U00096.3/2087283-2087209,0.638002368750903,0.7391871272241461,0.7588729779357707,0.7641763666370557,0.765686499640167,sRNA
pre_44_train_U00096.3/1335499-1335701,0.6402339346723297,0.7460879990908518,0.7642942519429328,0.7674672772145901,0.7681448410342019,sRNA
pre_45_train_U00096.3/1737843-1737453,0.6385257612752168,0.7446818661892505,0.7637724827944163,0.767645254252517,0.7686156067177468,sRNA
pre_46_train_U00096.3/1795311-1795153,0.6370891615277671,0.7429286165905841,0.7625700820491045,0.7667862844240273,0.7678438139528502,sRNA
pre_47_train_U00096.3/940868-940734,0.6217121759759132,0.7384848569755562,0.7611159740358913,0.7663000208645825,0.7675592185342541,sRNA
pre_48_train_U00096.3/4326081-4326005,0.624940560383127,0.736655133247112,0.7594928360256752,0.765101791651699,0.7663218147227849,sRNA
pre_49_train_U00096.3/4326181-4326105,0.6304861987860741,0.7396157102094831,0.7602788924564317,0.7653562626235837,0.7663218147227849,sRNA
pre_50_train_U00096.3/4326381-4326305,0.6223280326980605,0.7325409373661596,0.758619869682667,0.7649888414919352,0.7662052741289664,sRNA
pre_51_train_U00096.3/216058-216134,0.6302895754007589,0.7373672386107221,0.7600780099361697,0.7653276919712269,0.7662052741289664,sRNA
pre_52_train_U00096.3/3139624-3139700,0.6276461942752758,0.7370207627477474,0.7595386882431678,0.7649888414919352,0.7662052741289664,sRNA
pre_53_train_U00096.3/4027473-4027550,0.6302797355000707,0.7374482222650826,0.7601832109369495,0.7652175728870296,0.7661469137419309,sRNA
pre_54_train_U00096.3/758482-758412,0.6240948062588002,0.737750055468675,0.759838209727471,0.7649431492176219,0.7659787028319887,sRNA
pre_55_train_U00096.3/375263-375186,0.6297749879274465,0.7380129689647434,0.7598107781829715,0.7649708381492751,0.7662598639016948,sRNA
pre_56_train_U00096.3/4457188-4457265,0.6350458503691289,0.7406141132591298,0.7611721991522025,0.7648613218148882,0.766033963582167,sRNA
pre_57_train_U00096.3/4218439-4218516,0.6293186777910914,0.7357953344825144,0.759571446639504,0.765189870818049,0.7661469137419309,sRNA
pre_58_train_U00096.3/375162-375085,0.6272867378577923,0.7375475961525573,0.7598107781829715,0.7649708381492751,0.7662598639016948,sRNA
pre_59_train_U00096.3/4249324-4249394,0.6311013736412663,0.73731694977948,0.7598426420749748,0.7646340480079815,0.7658367487914336,sRNA
pre_60_train_U00096.3/4285305-4285375,0.6335355084374085,0.7397074271037445,0.7601926499141791,0.764805950735793,0.7659787028319887,sRNA
pre_61_train_U00096.3/508585-508662,0.6265710615788993,0.7394214542822402,0.760839451671251,0.7653270892214167,0.766033963582167,sRNA
pre_62_train_U00096.3/411134-411213,0.6300421625207423,0.7388509241152217,0.7599004402383713,0.7649443792901113,0.7661515068737063,sRNA
pre_63_train_U00096.3/377391-377468,0.6261151023576188,0.7369419486192178,0.760001170225811,0.7652993871524358,0.7662598639016948,sRNA
pre_64_train_U00096.3/4103587-4103510,0.6361812572079371,0.7405068142989276,0.7604189934031951,0.7646422891461144,0.7658080632626393,sRNA
pre_65_train_U00096.3/111549-111626,0.635750736002196,0.7427430725992653,0.7619615410970144,0.7655461218901904,0.7662598639016948,sRNA
pre_66_train_U00096.3/837658-837588,0.6335355084374085,0.7412892234323247,0.7610006401863313,0.7650803476994507,0.7658367487914336,sRNA
pre_67_train_U00096.3/339880-339811,0.6344835797663285,0.7404812784143034,0.7605144328014906,0.7648430705075491,0.7659145019085891,sRNA
pre_68_train_U00096.3/111433-111509,0.6343521813251122,0.7399749828487096,0.7608281043190126,0.7652433124638198,0.766088733535148,sRNA
pre_69_train_U00096.3/2317027-2316951,0.6368840579181039,0.7423741612172836,0.7614538413962426,0.7652991213188699,0.7662052741289664,sRNA
pre_70_train_U00096.3/4614462-4614540,0.6304344613931651,0.7366387593463171,0.7598483669627774,0.7649561023336261,0.766203219896512,sRNA
pre_71_train_U00096.3/3392198-3392129,0.6305825642969605,0.7411260143620981,0.7612128152916112,0.764985024548104,0.7659145019085891,sRNA
pre_72_train_U00096.3/4296024-4296094,0.6328979000365195,0.7403172884559952,0.7602526276926656,0.7644968495261527,0.7656947947508786,sRNA
pre_73_train_U00096.3/248203-248280,0.6323318076226897,0.7354366249095088,0.7579217546261777,0.7632846078345533,0.7655535922907546,sRNA
pre_74_train_U00096.3/4614361-4614439,0.6304344613931651,0.7380854789473366,0.7605450958073335,0.765381023665454,0.7663127362308988,sRNA
pre_75_train_U00096.3/2347277-2347207,0.6188239086507903,0.736719757131923,0.7599537329369399,0.7644968495261527,0.7655528407103238,sRNA
pre_76_train_U00096.3/2304646-2304729,0.629253184162398,0.7407305034102246,0.761045315936385,0.7656571898965017,0.7664594554332672,sRNA
pre_77_train_U00096.3/3392289-3392220,0.6269489935559956,0.7393170862924531,0.7609037140819709,0.765126978588659,0.7659145019085891,sRNA
pre_78_train_U00096.3/900752-900832,0.6210179181432284,0.7387286009860518,0.7598611870212331,0.7651608862803985,0.7661043779707704,sRNA
pre_79_train_U00096.3/4614260-4614338,0.6332644664100586,0.7388448997204982,0.7603128528591482,0.7650354617890296,0.7663127362308988,sRNA
pre_80_train_U00096.3/4053533-4053610,0.6302797355000707,0.7382907028209159,0.7592527556406332,0.7643955544083598,0.7656951131028753,sRNA
pre_81_train_U00096.3/3042395-3042472,0.6310759476944342,0.74006710487091,0.7610214923823895,0.7655461218901904,0.7662598639016948,sRNA
pre_82_train_U00096.3/501447-501524,0.6314643258828265,0.7376375652921336,0.7597045478500146,0.7649431360802943,0.766033963582167,sRNA
pre_83_train_U00096.3/2304759-2304842,0.6288605972882704,0.7413069625922944,0.761157842084055,0.765290191427231,0.766270637677898,sRNA
pre_84_train_U00096.3/244132-244209,0.6341337572636658,0.7371218143379393,0.7593589859735902,0.7640116012672376,0.7655821629431115,sRNA
pre_85_train_U00096.3/2118524-2118594,0.631422402984404,0.7409463211519156,0.7602481953451616,0.7643249467983413,0.7658367487914336,sRNA
pre_86_train_U00096.3/3231382-3231301,0.618486789295976,0.7316941605416517,0.7577991983222955,0.7641996278306248,0.7659614431816446,sRNA
pre_87_train_U00096.3/339973-339904,0.6267399239273868,0.7377838130979647,0.759798319846642,0.7647011164669941,0.7659145019085891,sRNA
pre_88_train_U00096.3/2662430-2662359,0.6327248553551232,0.7405544596594016,0.7605713261101459,0.7647404675252385,0.7659035385904237,sRNA
pre_89_train_U00096.3/2568269-2568188,0.6197754098127363,0.7331279294452239,0.7588559557771986,0.7645883483678736,0.7661615824069561,sRNA
pre_90_train_U00096.3/354690-354766,0.630486198786074,0.7388498887249622,0.7604164491089096,0.7644240906931158,0.7658556523475111,sRNA
pre_91_train_U00096.3/4295911-4295981,0.6389238234261702,0.7427718076453541,0.7609015302875956,0.7643596510443238,0.7658367487914336,sRNA
pre_92_train_U00096.3/3392380-3392311,0.6208300003126849,0.7380113823952662,0.7609037140819709,0.7652689326292139,0.7659145019085891,sRNA
pre_93_train_U00096.3/4450947-4451025,0.6260166699921291,0.7349745542721923,0.7594013973745448,0.7651954338770937,0.7664222525652857,sRNA
pre_94_train_U00096.3/4094411-4094481,0.6350458627864127,0.7405212466814072,0.7603808635633155,0.7645315537721353,0.7655528407103238,sRNA
pre_95_train_U00096.3/1062488-1062410,0.6347164946947806,0.7395541322229257,0.7604420118370586,0.765274793332497,0.7664222525652857,sRNA
pre_96_train_U00096.3/4323249-4323329,0.6267818204457994,0.7394105196774174,0.7605627828817331,0.7650355041394501,0.7658982100302206,sRNA
pre_97_train_U00096.3/3708275-3708354,0.6305131475126632,0.7390974818719259,0.7605647242615654,0.7654858741491212,0.7662577372066632,sRNA
pre_98_train_U00096.3/3313325-3313255,0.629382337827326,0.7395902006889024,0.761166866723903,0.7650803476994507,0.7656947947508786,sRNA
pre_99_train_U00096.3/4245095-4245165,0.6379880542794842,0.7434474647364083,0.7602817536645798,0.7639133513528548,0.7654108866697689,sRNA
pre_100_train_U00096.3/3231482-3231401,0.61658276134632,0.7343573985875277,0.7591206734789596,0.7648318719106223,0.7661615824069561,sRNA
pre_101_train_U00096.3/4628698-4628776,0.6320391432203396,0.7419467440081026,0.7615907917232199,0.7655141248759646,0.7663127362308988,sRNA
pre_102_train_U00096.3/508662-508585,0.6265710615788993,0.7394214542822402,0.760839451671251,0.7653270892214167,0.766033963582167,sRNA
pre_103_train_U00096.3/2304420-2304503,0.620193150299084,0.7387166599925126,0.7602041502254566,0.7651984418099134,0.7663650465555826,sRNA
pre_104_train_U00096.3/508763-508686,0.6309710719765659,0.7389374576519453,0.7604983528585986,0.7647518054805014,0.7658080632626393,sRNA
pre_105_train_U00096.3/375362-375287,0.6357914853144967,0.7431772862918999,0.7614561509875708,0.7652729493784186,0.7660285887156275,sRNA
pre_106_train_U00096.3/375085-375162,0.6272867378577923,0.7375475961525573,0.7598107781829715,0.7649708381492751,0.7662598639016948,sRNA
pre_107_train_U00096.3/375186-375263,0.6297749879274465,0.7380129689647434,0.7598107781829715,0.7649708381492751,0.7662598639016948,sRNA
pre_108_train_U00096.3/2593057-2592981,0.6328119401883828,0.7405991161543017,0.7606496348169743,0.765101791651699,0.7662052741289664,sRNA
pre_109_train_U00096.3/3150740-3150670,0.6359289204340659,0.7414814415124523,0.7609670818669132,0.7650803476994507,0.7659787028319887,sRNA
pre_110_train_U00096.3/3098534-3098464,0.6331782065801723,0.7407476474272383,0.759777500251033,0.7644968495261527,0.7655528407103238,sRNA
pre_111_train_U00096.3/805859-805929,0.639267339770068,0.7398664091176719,0.7600428366873405,0.764222452562495,0.7654108866697689,sRNA
pre_112_train_U00096.3/66675-66610,0.6304052937153102,0.7365488131922141,0.7597414226407458,0.7647264904137578,0.7656337111414749,sRNA
pre_113_train_U00096.3/3139700-3139624,0.6276461942752758,0.7370207627477474,0.7595386882431678,0.7649888414919352,0.7662052741289664,sRNA
pre_114_train_U00096.3/762854-762925,0.6379425953734391,0.744215738763593,0.7617608484032756,0.7650393622809641,0.7657663401085949,sRNA
pre_115_train_U00096.3/1958748-1958441,0.6418578651637453,0.7465875386813338,0.7646563547608906,0.7678795065472601,0.7685446719911109,sRNA
pre_116_train_U00096.3/1413556-1413734,0.611944117515455,0.7307910951369234,0.758270727972716,0.7658924044951955,0.7678537612888434,sRNA
pre_117_train_U00096.3/29551-29603,0.627915837692196,0.7342807587076835,0.7554008265837973,0.7619685254801521,0.7634719148990011,sRNA
pre_118_train_U00096.3/740988-741030,0.6129941487994987,0.7277125448444935,0.7506323680553934,0.7572102954221143,0.7610560907180232,sRNA
pre_119_train_U00096.3/3705997-3706039,0.6239738785348378,0.7340219792832472,0.7540986049881805,0.7610122226839504,0.7626591459640043,sRNA
pre_120_train_U00096.3/1816219-1816261,0.6192050850653341,0.7341886364071127,0.7560778443943743,0.7614771465332764,0.7626591459640043,sRNA
pre_121_train_U00096.3/2714346-2714304,0.635399188299085,0.740176861139512,0.7591195012975424,0.7619420703826023,0.7626591459640043,sRNA
pre_122_train_U00096.3/4108633-4108592,0.6125812822697491,0.7270221202823888,0.7538382263618882,0.7585920878266884,0.760340887125049,sRNA
pre_123_train_U00096.3/3070037-3070079,0.6244679238449566,0.7368857569591167,0.7550882246912775,0.7614771465332764,0.7626591459640043,sRNA
pre_124_train_U00096.3/2945959-2945917,0.6244679238449566,0.7313387944306059,0.7545378602114481,0.7589173230567582,0.7616735448074704,sRNA
pre_125_train_U00096.3/3741027-3740985,0.6102979226754464,0.7282239736728137,0.7539874957316186,0.7599647728703542,0.7616735448074704,sRNA
pre_126_train_U00096.3/1103343-1103252,0.6210220075352717,0.7365142598697035,0.7602250811269625,0.7651962743227101,0.7665701009314183,sRNA
pre_127_train_U00096.3/3156521-3156584,0.6204860583906713,0.7267549897332379,0.7562460256847671,0.7627810809183131,0.7645159507380996,sRNA
pre_128_train_U00096.3/3659011-3659082,0.641472123311234,0.7425022309100416,0.7594040097360082,0.7630957707643959,0.7646791000854164,sRNA
pre_129_train_U00096.3/4436566-4436688,0.6268668276725428,0.7411487738089442,0.7615366849820183,0.7662690564470962,0.767386610406513,sRNA
pre_130_train_U00096.3/2734292-2734154,0.6346031366893449,0.7439751240033682,0.7632211140590877,0.7669111139821654,0.7676110182828992,sRNA
pre_131_train_U00096.3/105224-105313,0.6337582076329898,0.7410183060347861,0.7606212924059462,0.7655523424902584,0.766720123838947,sRNA
pre_132_train_U00096.3/190685-190794,0.6304078197736416,0.7411007506133143,0.7622232464073906,0.766182912606501,0.7671429783341237,sRNA
nameseq,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3,label
pre_0_train_U00096.3/780554-780626,0.6393989674794714,0.7443555264670485,0.7611072728643019,0.7650035669024841,0.7655700351535792,tRNA
pre_1_train_U00096.3/4175754-4175826,0.6376303055412157,0.7435195740994226,0.7620303590285731,0.7653886155192782,0.7657027033717331,tRNA
pre_2_train_U00096.3/3215598-3215670,0.6354016365000722,0.7401549819979066,0.7610664793501591,0.7645860523727189,0.7655700351535792,tRNA
pre_3_train_U00096.3/4175388-4175460,0.6416761804935819,0.7421678504120374,0.7593543031306796,0.7639539851014758,0.7651720304991179,tRNA
pre_4_train_U00096.3/2044549-2044621,0.6376851114329625,0.738689945862784,0.7599877396232242,0.7648427514505816,0.7659680398080405,tRNA
pre_5_train_U00096.3/564723-564796,0.6327693740739117,0.742936624040513,0.7627487195565549,0.7655936937076196,0.766030363213935,tRNA
pre_6_train_U00096.3/2999057-2998987,0.6386578596114235,0.7437420782198914,0.7609059626350994,0.764805950735793,0.7656947947508786,tRNA
pre_7_train_U00096.3/3423655-3423583,0.6347679167446296,0.7427530962829573,0.7608943876085639,0.764971100989513,0.7657027033717331,tRNA
pre_8_train_U00096.3/3110366-3110438,0.6342056213185346,0.7407114299514066,0.7607345836214852,0.7652602659803469,0.7661007080261943,tRNA
pre_9_train_U00096.3/1992117-1992045,0.6299825611672151,0.7406355692551588,0.7614077447779176,0.7653886155192782,0.7658353715898868,tRNA
pre_10_train_U00096.3/1746435-1746508,0.6366515191010299,0.7428337408689377,0.7601134853926151,0.7648168914069279,0.7657736641360723,tRNA
pre_11_train_U00096.3/2817860-2817787,0.6350181104587768,0.7425458468616036,0.7609519174183339,0.765469463960014,0.7661587127528664,tRNA
pre_12_train_U00096.3/228928-229001,0.6217871856932973,0.7350328391751242,0.7588786664871524,0.7644442021641111,0.7661587127528664,tRNA
pre_13_train_U00096.3/1746516-1746589,0.6282875750652155,0.7399403938651565,0.7603345142452246,0.7648168914069279,0.7659020136750037,tRNA
pre_14_train_U00096.3/3946957-3947029,0.633400494153945,0.74046862239881,0.7610350555351009,0.7645860523727189,0.7655700351535792,tRNA
pre_15_train_U00096.3/2043557-2043471,0.6269861736480717,0.7365968778536948,0.7590229733210836,0.7644068185450695,0.766226549092539,tRNA
pre_16_train_U00096.3/4175673-4175744,0.6345871891843817,0.7409243209309703,0.7618354606526317,0.7649066940628103,0.7654919431449372,tRNA
pre_17_train_U00096.3/1031712-1031628,0.6318602108580413,0.7411571294889182,0.7605457306488567,0.7655703010609263,0.766506144444503,tRNA
pre_18_train_U00096.3/3982735-3982808,0.6253943347871662,0.7405767576206412,0.7608116835035156,0.7648483152219863,0.7655169650582095,tRNA
pre_19_train_U00096.3/696830-696759,0.6379916083170983,0.741149905594301,0.7602980401361124,0.7646077993070848,0.7659035385904237,tRNA
pre_20_train_U00096.3/696504-696433,0.6368115995689324,0.7420289869164443,0.7609354997671589,0.7648731357433922,0.765629141626766,tRNA
pre_21_train_U00096.3/2520931-2521003,0.6313960867275387,0.7390685631931866,0.7609464000269685,0.7653886155192782,0.7661007080261943,tRNA
pre_22_train_U00096.3/2466309-2466380,0.6420623094864598,0.7449677435640263,0.7612033933813888,0.7648731357433922,0.7657663401085949,tRNA
pre_23_train_U00096.3/2818645-2818556,0.6245602216987811,0.7399065935049982,0.7613332683710983,0.7662144762242888,0.7668000655366574,tRNA
pre_24_train_U00096.3/4496405-4496486,0.6384332544493503,0.7421983390572359,0.7610972835785473,0.765123412313559,0.7662616520196119,tRNA
pre_25_train_U00096.3/3318289-3318216,0.6253671205802886,0.7378609802516776,0.7607613176140816,0.7652210044648029,0.7657736641360723,tRNA
pre_26_train_U00096.3/4175472-4175553,0.6357390367146889,0.7425717648310013,0.7620114848883714,0.765147993950621,0.7659614431816446,tRNA
pre_27_train_U00096.3/1287328-1287247,0.6363788895555134,0.7423733318791951,0.7615226803891255,0.765123412313559,0.7661615824069561,tRNA
pre_28_train_U00096.3/2518116-2518044,0.631576276684538,0.7366730325670571,0.7592676210180459,0.7643293532948562,0.7654373669354254,tRNA
pre_29_train_U00096.3/2729444-2729372,0.6259900528283386,0.7361414211047486,0.759335687922832,0.7644577028337874,0.7655700351535792,tRNA
pre_30_train_U00096.3/1991901-1991818,0.6332368609391129,0.741237600401374,0.7614590289793756,0.7655886482713262,0.7665538643109517,tRNA
pre_31_train_U00096.3/3708692-3708619,0.6293171461995426,0.7400699630047243,0.7615943240426808,0.7651895806497446,0.7659020136750037,tRNA
