Feature	Importance
g5.g3.g7	0.000000
g5.g3.g4	0.000000
g5.g2.g7	0.000000
g5.g7.g4	0.000000
g5.g2.g4	0.000000
g5.g1.g7	0.000000
g5.g1.g5	0.000000
g4.g4.g4	0.000000
g4.g3.g7	0.000000
g4.g3.g6	0.000000
g2.g6.g7	0.000000
g3.g2.g7	0.000000
g3.g1.g4	0.000000
g6.g1.g5	0.000000
g2.g7.g7	0.000000
g2.g7.g6	0.000000
g2.g7.g5	0.000000
g2.g7.g4	0.000000
g2.g7.g2	0.000000
g2.g6.g6	0.000000
g4.g3.g5	0.000000
g2.g5.g7	0.000000
g2.g5.g6	0.000000
g6.g1.g7	0.000000
g2.g4.g7	0.000000
g2.g4.g6	0.000000
g2.g4.g1	0.000000
g2.g3.g7	0.000000
g2.g2.g7	0.000000
g3.g3.g1	0.000000
g3.g3.g7	0.000000
g3.g4.g1	0.000000
g3.g4.g4	0.000000
g4.g2.g7	0.000000
g4.g1.g7	0.000000
g4.g1.g3	0.000000
g4.g1.g1	0.000000
g3.g7.g7	0.000000
g3.g7.g6	0.000000
g3.g7.g5	0.000000
g3.g7.g4	0.000000
g3.g7.g3	0.000000
g3.g7.g2	0.000000
g3.g6.g7	0.000000
g3.g6.g6	0.000000
g3.g5.g7	0.000000
g3.g5.g5	0.000000
g3.g4.g7	0.000000
g3.g4.g6	0.000000
g3.g4.g5	0.000000
WC-feat	0.000000
g7.g2.g7	0.000000
V_H	0.000000
CH-feat	0.000000
CR-feat	0.000000
CQ-feat	0.000000
CP-feat	0.000000
CN-feat	0.000000
CM-feat	0.000000
CL-feat	0.000000
CK-feat	0.000000
CI-feat	0.000000
CG-feat	0.000000
CW-feat	0.000000
CF-feat	0.000000
CE-feat	0.000000
CD-feat	0.000000
CC-feat	0.000000
CA-feat	0.000000
AW-feat	0.000000
g7.g7.g7	0.000000
AQ-feat	0.000000
CT-feat	0.000000
CY-feat	0.000000
Crosscorr_w2	0.000000
FC-feat	0.000000
g7.g7.g2	0.000000
g7.g7.g3	0.000000
GC-feat	0.000000
FY-feat	0.000000
FW-feat	0.000000
FQ-feat	0.000000
FM-feat	0.000000
FH-feat	0.000000
EY-feat	0.000000
g7.g7.g6	0.000000
EW-feat	0.000000
g7.g7.g4	0.000000
EC-feat	0.000000
DW-feat	0.000000
g7.g7.g5	0.000000
DH-feat	0.000000
DF-feat	0.000000
DC-feat	0.000000
Crosscorr_w1	0.000000
Y_Y	0.000000
g7.g3.g1	0.000000
W_C	0.000000
W_N	0.000000
W_M	0.000000
W_L	0.000000
W_K	0.000000
W_I	0.000000
W_H	0.000000
W_F	0.000000
W_E	0.000000
V_W	0.000000
W_Q	0.000000
V_V	0.000000
V_T	0.000000
V_S	0.000000
V_Q	0.000000
V_P	0.000000
V_M	0.000000
V_L	0.000000
V_I	0.000000
W_P	0.000000
W_R	0.000000
Y_W	0.000000
Y_I	0.000000
Y_V	0.000000
Y_T	0.000000
Y_S	0.000000
Y_R	0.000000
Y_Q	0.000000
Y_P	0.000000
Y_N	0.000000
Y_M	0.000000
Y_H	0.000000
W_S	0.000000
Y_G	0.000000
Y_F	0.000000
Y_E	0.000000
Y_D	0.000000
W_Y	0.000000
W_W	0.000000
W_V	0.000000
W_T	0.000000
GW-feat	0.000000
HD-feat	0.000000
HF-feat	0.000000
PY-feat	0.000000
RF-feat	0.000000
RC-feat	0.000000
QY-feat	0.000000
QP-feat	0.000000
g7.g4.g5	0.000000
g7.g4.g6	0.000000
QH-feat	0.000000
g7.g4.g7	0.000000
PW-feat	0.000000
RK-feat	0.000000
PV-feat	0.000000
g7.g5.g1	0.000000
PP-feat	0.000000
PM-feat	0.000000
PK-feat	0.000000
PI-feat	0.000000
PH-feat	0.000000
PD-feat	0.000000
g7.g4.g4	0.000000
RQ-feat	0.000000
HK-feat	0.000000
SW-feat	0.000000
g7.g3.g2	0.000000
g7.g3.g3	0.000000
g7.g3.g4	0.000000
TW-feat	0.000000
g7.g3.g5	0.000000
TQ-feat	0.000000
g7.g3.g6	0.000000
g7.g3.g7	0.000000
SQ-feat	0.000000
RR-feat	0.000000
SM-feat	0.000000
g7.g4.g1	0.000000
SH-feat	0.000000
g7.g4.g2	0.000000
SC-feat	0.000000
RW-feat	0.000000
g7.g4.g3	0.000000
RT-feat	0.000000
PC-feat	0.000000
g7.g5.g2	0.000000
NY-feat	0.000000
IP-feat	0.000000
KN-feat	0.000000
KM-feat	0.000000
g7.g6.g5	0.000000
g7.g6.g6	0.000000
KD-feat	0.000000
KC-feat	0.000000
IY-feat	0.000000
g7.g6.g7	0.000000
IL-feat	0.000000
NW-feat	0.000000
g7.g7.g1	0.000000
IC-feat	0.000000
HW-feat	0.000000
HS-feat	0.000000
HR-feat	0.000000
HP-feat	0.000000
HN-feat	0.000000
HL-feat	0.000000
g7.g6.g4	0.000000
KT-feat	0.000000
g7.g6.g3	0.000000
KW-feat	0.000000
NQ-feat	0.000000
ND-feat	0.000000
MY-feat	0.000000
MW-feat	0.000000
MR-feat	0.000000
MM-feat	0.000000
ME-feat	0.000000
MD-feat	0.000000
g5.g6.g7	0.000000
g7.g5.g3	0.000000
g7.g5.g4	0.000000
g7.g5.g6	0.000000
LM-feat	0.000000
g7.g5.g7	0.000000
g7.g6.g1	0.000000
LC-feat	0.000000
g7.g6.g2	0.000000
QC-feat	0.000000
